Event	ID (ID of the sampling site)	Sample ID	Longitude (WGS84)	Latitude (WGS84)	Elevation [m a.s.l.] (Of the surface of the samplin...)	Land use (Land-use type of the sampling...)	Year sampl (The year in which the soil sa...)	Depth soil [m] (The depth at which the soil s...)	Clay [%] (Clay (< 0.02 mm) content in s...)	Silt [%] (Silt (0.02 -0.5 mm) content i...)	Sand [%] (Sand (> 0.5 mm) content in so...)	Method (Method for measuring soil par...)	Soil texture quality (Quality level of soil particl...)	Soil texture class (Based on USDA (broad categori...)	Soil texture class (Based on USDA (subclasses (cl...)	DBD [g/cm**3] (Bulk density of soil, Oven dr...)	Method (Method for measuring soil bul...)	Ks [cm/min] (Soil saturated water conducti...)	Method (Method for measuring soil sat...)	Method (Method for measuring soil wat...)	vol SWC [m**3/m**3] ([meaured_θs] Measured saturat...)	fit SWC sat [m**3/m**3] ([fit_θs] Fitted saturated soi...)	fit SWC res [m**3/m**3] ([fit_θr] Fitted residual soil...)	fit α [m**-1] ([fit_α] Fitted shape paramete...)	fit n ([fit_n] Fitted shape paramete...)	fit m ([fit_m] Fitted shape paramete...)	fit Field capa [m**3/m**3] ([fit_FC] Field capacity, Calc...)	fit PWP [m**3/m**3] ([fit_PWP] Permanent wilting p...)	R**2 ([fit_r²] Coefficient of deter...)	SWC e [%] ([θs_RE] Absolute relative err...)	Quantile range ([θs_RE _range] Quantile range...)
Yellow_River_Basin_57	57	57_17	112.39148900	39.44116100	1226	Forestland	2018	3.40	2.290	41.870	55.830	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.224411878	Oven-drying method	0.081308470	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_18	112.39148900	39.44116100	1226	Forestland	2018	3.60	2.210	42.010	55.790	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.250220787	Oven-drying method	0.148860152	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_19	112.39148900	39.44116100	1226	Forestland	2018	3.80	2.300	42.000	55.710	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.290445485	Oven-drying method	0.102996529	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_20	112.39148900	39.44116100	1226	Forestland	2018	4.00	2.850	43.310	53.830	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.232317310	Oven-drying method	0.259483282	Constant head method	Centrifuge method	0.503389995	0.516599890	0.083510901	2.930137187	1.689585959	0.408139021	0.172131762	0.089940187	0.999999697	2.624186914	Q1-Q3
Yellow_River_Basin_57	57	57_21	112.39148900	39.44116100	1226	Forestland	2018	4.20	2.570	44.290	53.140	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.242547868	Oven-drying method	0.092743305	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_22	112.39148900	39.44116100	1226	Forestland	2018	4.40	2.710	44.790	52.500	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.277889799	Oven-drying method	0.080272242	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_23	112.39148900	39.44116100	1226	Forestland	2018	4.60	2.800	42.090	55.100	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.282075027	Oven-drying method	0.072446253	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_24	112.39148900	39.44116100	1226	Forestland	2018	4.80	2.840	44.240	52.920	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.556905039	Oven-drying method	0.067437592	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_25	112.39148900	39.44116100	1226	Forestland	2018	5.00	3.320	44.310	52.370	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.379265336	Oven-drying method	0.122618764	Constant head method	Centrifuge method	0.507110199	0.520254726	0.082149888	2.283369829	1.764670382	0.433321933	0.173209207	0.087126147	0.999998139	2.592045660	Q1-Q3
Yellow_River_Basin_58	58	58_0	112.51111100	38.38194400	990	Farmland	2018	0.05	4.530	52.960	42.490	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.197905430	Oven-drying method	0.437835293	Constant head method	Centrifuge method	0.486184056	0.507337080	0.059933348	2.832210338	1.545046005	0.352770081	0.189471842	0.076285167	0.999999677	4.350826526	Q1-Q3
Yellow_River_Basin_58	58	58_1	112.51111100	38.38194400	990	Farmland	2018	0.20	6.170	60.790	33.050	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.353921452	Oven-drying method	0.098107094	Constant head method	Centrifuge method	0.434333723	0.430004777	0.070176302	1.894504703	1.408892621	0.290222700	0.235448284	0.105603109	0.999999501	0.996686717	Min-Q1
Yellow_River_Basin_58	58	58_2	112.51111100	38.38194400	990	Farmland	2018	0.40	7.360	69.910	22.740	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.442043765	Oven-drying method	0.063686151	Constant head method	Centrifuge method	0.445726846	0.445054470	0.079433257	1.748674922	1.487042324	0.327524184	0.230199491	0.103466288	0.999999014	0.150849373	Min-Q1
Yellow_River_Basin_58	58	58_3	112.51111100	38.38194400	990	Farmland	2018	0.60	7.510	71.960	20.530	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.405771784	Oven-drying method	0.038296782	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_4	112.51111100	38.38194400	990	Farmland	2018	0.80	7.410	69.890	22.700	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.399958966	Oven-drying method	0.038300460	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_5	112.51111100	38.38194400	990	Farmland	2018	1.00	4.880	58.080	37.020	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.487848767	Oven-drying method	0.042838349	Constant head method	Centrifuge method	0.439216490	0.446605430	0.087091540	1.664937739	1.518514374	0.341461617	0.230709151	0.107422295	0.999998887	1.682300270	Q1-Q3
Yellow_River_Basin_58	58	58_6	112.51111100	38.38194400	990	Farmland	2018	1.20	7.520	71.710	20.770	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.475990619	Oven-drying method	0.035335999	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_7	112.51111100	38.38194400	990	Farmland	2018	1.40	8.350	65.830	25.830	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.544116840	Oven-drying method	0.061488123	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_8	112.51111100	38.38194400	990	Farmland	2018	1.60	6.400	66.290	27.320	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.599919888	Oven-drying method	0.043254911	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_9	112.51111100	38.38194400	990	Farmland	2018	1.80	11.220	72.320	16.450	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.647584992	Oven-drying method	0.013180594	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_10	112.51111100	38.38194400	990	Farmland	2018	2.00	8.770	68.540	22.690	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.656652987	Oven-drying method	0.023956641	Constant head method	Centrifuge method	0.477118738	0.478315897	0.086998665	3.263458502	1.319679994	0.242240540	0.267086397	0.140692443	0.999998908	0.250914181	Min-Q1
Yellow_River_Basin_58	58	58_11	112.51111100	38.38194400	990	Farmland	2018	2.20	9.040	69.020	21.940	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.749193041	Oven-drying method	0.003303953	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_12	112.51111100	38.38194400	990	Farmland	2018	2.40	6.870	64.440	28.680	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.740822584	Oven-drying method	0.011350347	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_13	112.51111100	38.38194400	990	Farmland	2018	2.60	8.260	72.180	19.570	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.680136770	Oven-drying method	0.010931168	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_14	112.51111100	38.38194400	990	Farmland	2018	2.80	6.240	65.910	27.840	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.705248141	Oven-drying method	0.005632947	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_15	112.51111100	38.38194400	990	Farmland	2018	3.00	8.180	65.390	26.450	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.490871432	Oven-drying method	0.053407820	Constant head method	Centrifuge method	0.443634231	0.451408128	0.088806064	1.710642319	1.563598981	0.360449826	0.220990742	0.104537715	0.999998961	1.752321227	Q1-Q3
Yellow_River_Basin_58	58	58_16	112.51111100	38.38194400	990	Farmland	2018	3.20	9.480	56.360	34.180	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.595502147	Oven-drying method	0.039163446	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_17	112.51111100	38.38194400	990	Farmland	2018	3.40	11.420	65.000	23.580	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.529468540	Oven-drying method	0.024643079	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_18	112.51111100	38.38194400	990	Farmland	2018	3.60	8.050	66.000	25.950	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.607127782	Oven-drying method	0.041783865	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_19	112.51111100	38.38194400	990	Farmland	2018	3.80	9.600	66.440	23.980	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.592479482	Oven-drying method	0.037282556	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_20	112.51111100	38.38194400	990	Farmland	2018	4.00	7.360	65.890	26.750	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.695715120	Oven-drying method	0.019830195	Constant head method	Centrifuge method	0.405734661	0.418025873	0.104569331	2.529308252	1.381639524	0.276222211	0.241085502	0.136826451	0.999999290	3.029371902	Q1-Q3
Yellow_River_Basin_58	58	58_21	112.51111100	38.38194400	990	Farmland	2018	4.20	8.360	70.320	21.340	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.695250095	Oven-drying method	0.012046904	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_22	112.51111100	38.38194400	990	Farmland	2018	4.40	9.680	76.200	14.100	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.627356387	Oven-drying method	0.065457457	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_23	112.51111100	38.38194400	990	Farmland	2018	4.60	10.460	75.810	13.720	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.603175066	Oven-drying method	0.007457714	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_24	112.51111100	38.38194400	990	Farmland	2018	4.80	10.160	77.100	12.750	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.688042201	Oven-drying method	0.010229515	Constant head method	Centrifuge method											
Yellow_River_Basin_58	58	58_25	112.51111100	38.38194400	990	Farmland	2018	5.00	15.300	75.130	9.560	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.723616644	Oven-drying method	0.023124214	Constant head method	Centrifuge method	0.371090269	0.374060913	0.000000000	1.434228135	1.166627183	0.142828134	0.281746954	0.152307606	0.999996539	0.800517777	Min-Q1
Yellow_River_Basin_59	59	59_0	112.67951400	37.65898900	778	Farmland	2018	0.05	6.030	52.510	41.460	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.374150056	Oven-drying method	0.039364385	Constant head method	Centrifuge method	0.478743649	0.494634215	0.000000000	4.332454233	1.109823613	0.098955917	0.366721945	0.242329642	0.999998080	3.319222347	Q1-Q3
Yellow_River_Basin_59	59	59_1	112.67951400	37.65898900	778	Farmland	2018	0.20	6.070	49.620	44.310	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.606197731	Oven-drying method	0.258427346	Constant head method	Centrifuge method	0.419452911	0.426368658	0.002192594	1.814361518	1.121057354	0.107984978	0.338419077	0.216818414	0.999997218	1.648754109	Q1-Q3
Yellow_River_Basin_59	59	59_2	112.67951400	37.65898900	778	Farmland	2018	0.40	7.070	44.620	48.320	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.638516996	Oven-drying method	0.043531697	Constant head method	Centrifuge method	0.404339585	0.413947491	0.005494861	4.565155548	1.081409073	0.075280553	0.331251067	0.245148876	0.999995160	2.376197139	Q1-Q3
Yellow_River_Basin_59	59	59_3	112.67951400	37.65898900	778	Farmland	2018	0.60	8.500	37.590	53.900	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.708735832	Oven-drying method	0.000666703	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_4	112.67951400	37.65898900	778	Farmland	2018	0.80	6.570	48.160	45.280	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.603640091	Oven-drying method	0.003281795	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_5	112.67951400	37.65898900	778	Farmland	2018	1.00	6.960	45.410	47.640	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.653397809	Oven-drying method	0.005888968	Constant head method	Centrifuge method	0.375042985	0.375968157	0.000000000	0.186144757	1.085354661	0.078642184	0.362291835	0.281916048	0.999994830	0.246684329	Min-Q1
Yellow_River_Basin_59	59	59_6	112.67951400	37.65898900	778	Farmland	2018	1.20	6.670	47.880	45.460	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.648515042	Oven-drying method	0.002074277	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_7	112.67951400	37.65898900	778	Farmland	2018	1.40	7.720	61.420	30.880	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.709665882	Oven-drying method	0.000061600	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_8	112.67951400	37.65898900	778	Farmland	2018	1.60	9.300	58.320	32.390	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.721291517	Oven-drying method	0.004996610	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_9	112.67951400	37.65898900	778	Farmland	2018	1.80	10.650	56.590	32.750	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.693157481	Oven-drying method	0.001798441	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_10	112.67951400	37.65898900	778	Farmland	2018	2.00	6.540	41.550	51.920	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.637586946	Oven-drying method	0.012359479	Constant head method	Centrifuge method	0.391786577	0.395294608	0.000000000	1.073052940	1.114560614	0.102785450	0.333788452	0.220290523	0.999993619	0.895393272	Min-Q1
Yellow_River_Basin_59	59	59_11	112.67951400	37.65898900	778	Farmland	2018	2.20	11.990	58.260	29.760	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.558067602	Oven-drying method	0.023148677	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_12	112.67951400	37.65898900	778	Farmland	2018	2.40	12.890	68.710	18.390	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.539466586	Oven-drying method	0.012241929	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_13	112.67951400	37.65898900	778	Farmland	2018	2.60	10.700	70.460	18.830	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.612708087	Oven-drying method	0.021978146	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_14	112.67951400	37.65898900	778	Farmland	2018	2.80	9.810	65.360	24.820	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.640144585	Oven-drying method	0.010925533	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_15	112.67951400	37.65898900	778	Farmland	2018	3.00	10.050	68.190	21.760	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.647817504	Oven-drying method	0.006320545	Constant head method	Centrifuge method	0.397131691	0.407817029	0.000000000	2.881541706	1.126198896	0.112057378	0.303616626	0.189112239	0.999863888	2.690628356	Q1-Q3
Yellow_River_Basin_59	59	59_16	112.67951400	37.65898900	778	Farmland	2018	3.20	9.760	68.980	21.250	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.678741693	Oven-drying method	0.020187635	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_17	112.67951400	37.65898900	778	Farmland	2018	3.40	6.820	68.120	25.040	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.659210627	Oven-drying method	0.001526237	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_18	112.67951400	37.65898900	778	Farmland	2018	3.60	7.930	72.940	19.120	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.655025398	Oven-drying method	0.000462712	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_19	112.67951400	37.65898900	778	Farmland	2018	3.80	12.340	71.560	16.100	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.585736613	Oven-drying method	0.004595286	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_20	112.67951400	37.65898900	778	Farmland	2018	4.00	13.110	70.130	16.760	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.756865961	Oven-drying method	0.022315660	Constant head method	Centrifuge method	0.340398593	0.338678544	0.000000000	0.167222736	1.213387398	0.175860898	0.315453171	0.168999811	0.999997752	0.505304228	Min-Q1
Yellow_River_Basin_59	59	59_21	112.67951400	37.65898900	778	Farmland	2018	4.20	7.250	55.850	36.910	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.685949587	Oven-drying method	0.002243724	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_22	112.67951400	37.65898900	778	Farmland	2018	4.40	6.580	50.440	42.980	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.653397809	Oven-drying method	0.057496474	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_23	112.67951400	37.65898900	778	Farmland	2018	4.60	6.700	58.050	35.240	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.575506055	Oven-drying method	0.046977124	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_24	112.67951400	37.65898900	778	Farmland	2018	4.80	8.330	54.110	37.560	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.644097301	Oven-drying method	0.062723595	Constant head method	Centrifuge method											
Yellow_River_Basin_59	59	59_25	112.67951400	37.65898900	778	Farmland	2018	5.00	2.110	9.470	88.420	Laser particle analyzer method	Level A	Sandy soils	Sand	1.733382178	Oven-drying method	0.065302215	Constant head method	Centrifuge method	0.353419304	0.430052187	0.000000000	22.253907140	1.176682469	0.150153056	0.200420366	0.102206434	0.999997230	21.683276010	outlier
Yellow_River_Basin_60	60	60_0	112.76916700	36.60583300	940	Farmland	2018	0.05	5.390	50.280	44.330	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.447159044	Oven-drying method	0.199236463	Constant head method	Centrifuge method	0.360394685	0.402801240	0.000000000	8.197873149	1.237220342	0.191736536	0.182795179	0.074149035	0.999998910	11.766698290	Q3-Max
