Event	ID (ID of the sampling site)	Sample ID	Longitude (WGS84)	Latitude (WGS84)	Elevation [m a.s.l.] (Of the surface of the samplin...)	Land use (Land-use type of the sampling...)	Year sampl (The year in which the soil sa...)	Depth soil [m] (The depth at which the soil s...)	Clay [%] (Clay (< 0.02 mm) content in s...)	Silt [%] (Silt (0.02 -0.5 mm) content i...)	Sand [%] (Sand (> 0.5 mm) content in so...)	Method (Method for measuring soil par...)	Soil texture quality (Quality level of soil particl...)	Soil texture class (Based on USDA (broad categori...)	Soil texture class (Based on USDA (subclasses (cl...)	DBD [g/cm**3] (Bulk density of soil, Oven dr...)	Method (Method for measuring soil bul...)	Ks [cm/min] (Soil saturated water conducti...)	Method (Method for measuring soil sat...)	Method (Method for measuring soil wat...)	vol SWC [m**3/m**3] ([meaured_θs] Measured saturat...)	fit SWC sat [m**3/m**3] ([fit_θs] Fitted saturated soi...)	fit SWC res [m**3/m**3] ([fit_θr] Fitted residual soil...)	fit α [m**-1] ([fit_α] Fitted shape paramete...)	fit n ([fit_n] Fitted shape paramete...)	fit m ([fit_m] Fitted shape paramete...)	fit Field capa [m**3/m**3] ([fit_FC] Field capacity, Calc...)	fit PWP [m**3/m**3] ([fit_PWP] Permanent wilting p...)	R**2 ([fit_r²] Coefficient of deter...)	SWC e [%] ([θs_RE] Absolute relative err...)	Quantile range ([θs_RE _range] Quantile range...)
Yellow_River_Basin_13	13	13_25	105.76472200	37.49916700	1140	Farmland	2018	5.00	14.390	75.990	9.620	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.446694019	Oven-drying method	0.042846334	Constant head method	Centrifuge method	0.768919499										
Yellow_River_Basin_14	14	14_0	105.84694400	37.02250000	1340	Farmland	2018	0.05	5.970	47.540	46.480	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.382753026	Oven-drying method	0.028960829	Constant head method	Centrifuge method	0.508737787	0.546476626	0.104729804	8.073753690	1.184116103	0.155488218	0.344501306	0.223836693	0.999997346	7.418131608	Q3-Max
Yellow_River_Basin_14	14	14_1	105.84694400	37.02250000	1340	Farmland	2018	0.20	7.310	50.550	42.140	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.728499411	Oven-drying method	0.013224281	Constant head method	Centrifuge method	0.452702227	0.451382276	0.000000000	0.747342810	1.096853334	0.088301080	0.401659861	0.285101943	0.999994988	0.291571564	Min-Q1
Yellow_River_Basin_14	14	14_2	105.84694400	37.02250000	1340	Farmland	2018	0.40	9.740	61.500	28.750	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.637586946	Oven-drying method	0.068500845	Constant head method	Centrifuge method	0.480138725	0.526070243	0.127785471	9.728473825	1.221768454	0.181514307	0.311059915	0.206598361	0.999994568	9.566301370	Q3-Max
Yellow_River_Basin_14	14	14_3	105.84694400	37.02250000	1340	Farmland	2018	0.60	9.530	62.490	27.990	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.646422428	Oven-drying method	0.035116962	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_4	105.84694400	37.02250000	1340	Farmland	2018	0.80	10.580	65.220	24.190	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.652700271	Oven-drying method	0.298308017	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_5	105.84694400	37.02250000	1340	Farmland	2018	1.00	8.390	61.460	30.170	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.540629150	Oven-drying method	0.020846996	Constant head method	Centrifuge method	0.528733880	0.560059479	0.000897061	12.064794140	1.083499400	0.077064556	0.410749970	0.299305915	0.999996811	5.924643789	Q1-Q3
Yellow_River_Basin_14	14	14_6	105.84694400	37.02250000	1340	Farmland	2018	1.20	12.310	64.780	22.880	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.591549431	Oven-drying method	0.313973340	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_7	105.84694400	37.02250000	1340	Farmland	2018	1.40	11.520	59.840	28.640	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.586666664	Oven-drying method	0.009743389	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_8	105.84694400	37.02250000	1340	Farmland	2018	1.60	9.790	53.150	37.060	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.581318872	Oven-drying method	0.022827117	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_9	105.84694400	37.02250000	1340	Farmland	2018	1.80	7.170	56.660	36.180	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.577366156	Oven-drying method	0.134359157	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_10	105.84694400	37.02250000	1340	Farmland	2018	2.00	8.660	61.910	29.440	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.584574050	Oven-drying method	0.786580987	Constant head method	Centrifuge method	0.415965220	0.415528647	0.000000000	1.194646913	1.110044557	0.099135261	0.349767016	0.234190060	0.999969908	0.104954324	Min-Q1
Yellow_River_Basin_14	14	14_11	105.84694400	37.02250000	1340	Farmland	2018	2.20	9.550	59.210	31.250	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.791742866	Oven-drying method	0.013419981	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_12	105.84694400	37.02250000	1340	Farmland	2018	2.40	8.060	62.990	28.950	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.745937864	Oven-drying method	0.012456980	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_13	105.84694400	37.02250000	1340	Farmland	2018	2.60	8.700	72.720	18.590	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.680834308	Oven-drying method	0.155239316	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_14	105.84694400	37.02250000	1340	Farmland	2018	2.80	8.450	74.420	17.120	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.652700271	Oven-drying method	0.014893355	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_15	105.84694400	37.02250000	1340	Farmland	2018	3.00	8.580	77.130	14.290	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.595967172	Oven-drying method	0.086557626	Constant head method	Centrifuge method	0.443866744	0.439429123	0.120610908	0.496677504	1.756962189	0.430835788	0.307242444	0.132630041	0.999997090	0.999764384	Min-Q1
Yellow_River_Basin_14	14	14_16	105.84694400	37.02250000	1340	Farmland	2018	3.20	9.630	76.220	14.160	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.573180928	Oven-drying method	0.278317004	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_17	105.84694400	37.02250000	1340	Farmland	2018	3.40	7.590	57.310	35.110	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.563880420	Oven-drying method	0.051987455	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_18	105.84694400	37.02250000	1340	Farmland	2018	3.60	11.940	75.730	12.330	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.657583038	Oven-drying method	0.005695126	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_19	105.84694400	37.02250000	1340	Farmland	2018	3.80	10.960	59.990	29.060	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.540861662	Oven-drying method	0.232742342	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_20	105.84694400	37.02250000	1340	Farmland	2018	4.00	10.330	56.640	33.020	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.326717466	Oven-drying method	5.488302413	Constant head method	Centrifuge method	0.673124266										
Yellow_River_Basin_14	14	14_21	105.84694400	37.02250000	1340	Farmland	2018	4.20	11.500	63.740	24.770	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.720826492	Oven-drying method	0.048247820	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_22	105.84694400	37.02250000	1340	Farmland	2018	4.40	12.250	61.390	26.360	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.708038294	Oven-drying method	0.019928835	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_23	105.84694400	37.02250000	1340	Farmland	2018	4.60	10.730	70.560	18.700	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.727569360	Oven-drying method	0.006709545	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_24	105.84694400	37.02250000	1340	Farmland	2018	4.80	9.780	64.460	25.770	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.801740912	Oven-drying method	0.036735746	Constant head method	Centrifuge method											
Yellow_River_Basin_14	14	14_25	105.84694400	37.02250000	1340	Farmland	2018	5.00	8.730	64.820	26.450	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.748262991	Oven-drying method	0.069308782	Constant head method	Centrifuge method	0.371555294	0.368778805	0.000000000	0.074408729	1.157451866	0.136033187	0.359690243	0.249475961	0.999991972	0.747261561	Min-Q1
Yellow_River_Basin_15	15	15_0	106.21666700	36.04611100	1780	Farmland	2018	0.05	8.250	69.120	22.620	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.295328251	Oven-drying method	0.175559275	Constant head method	Centrifuge method	0.560588119	0.745419868	0.097909941	48.529570930	1.205095661	0.170190357	0.325529635	0.201999290	0.999998784	32.971042830	outlier
Yellow_River_Basin_15	15	15_1	106.21666700	36.04611100	1780	Farmland	2018	0.20	6.180	57.740	36.100	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.225574441	Oven-drying method	0.312470512	Constant head method	Centrifuge method	0.597325126	0.938865402	0.112083343	83.418387440	1.245134203	0.196873721	0.319652294	0.193536976	0.999999471	57.178287180	outlier
Yellow_River_Basin_15	15	15_2	106.21666700	36.04611100	1780	Farmland	2018	0.40	9.480	65.470	25.050	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.344388431	Oven-drying method	0.102028124	Constant head method	Centrifuge method	0.535941773	0.594737779	0.078453639	12.926522400	1.172649687	0.147230404	0.347138997	0.217710846	0.999998967	10.970595820	Q3-Max
Yellow_River_Basin_15	15	15_3	106.21666700	36.04611100	1780	Farmland	2018	0.60	5.820	56.140	38.060	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.298583429	Oven-drying method	0.077163555	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_4	106.21666700	36.04611100	1780	Farmland	2018	0.80	4.730	50.550	44.730	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.203718247	Oven-drying method	0.156950929	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_5	106.21666700	36.04611100	1780	Farmland	2018	1.00	5.180	65.890	28.930	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.221156700	Oven-drying method	0.105900620	Constant head method	Centrifuge method	0.577096521	0.585950921	0.171878276	2.338958693	1.402675892	0.287076932	0.349523376	0.210673077	0.999999384	1.534301441	Q1-Q3
Yellow_River_Basin_15	15	15_6	106.21666700	36.04611100	1780	Farmland	2018	1.20	4.670	61.280	34.040	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.214181319	Oven-drying method	0.239091607	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_7	106.21666700	36.04611100	1780	Farmland	2018	1.40	4.060	70.050	25.890	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.253243453	Oven-drying method	0.132625005	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_8	106.21666700	36.04611100	1780	Farmland	2018	1.60	5.180	76.530	18.290	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.214413832	Oven-drying method	0.114141863	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_9	106.21666700	36.04611100	1780	Farmland	2018	1.80	3.740	74.090	22.170	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.227899568	Oven-drying method	0.066389478	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_10	106.21666700	36.04611100	1780	Farmland	2018	2.00	5.450	76.470	18.100	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.226271979	Oven-drying method	0.116901151	Constant head method	Centrifuge method	0.603602969	0.604842082	0.170800721	1.576092339	1.641503836	0.390802520	0.316037715	0.183663965	0.999999197	0.205286069	Min-Q1
Yellow_River_Basin_15	15	15_11	106.21666700	36.04611100	1780	Farmland	2018	2.20	3.740	68.860	27.400	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.267194215	Oven-drying method	0.055816966	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_12	106.21666700	36.04611100	1780	Farmland	2018	2.40	4.860	73.300	21.860	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.242315356	Oven-drying method	0.051826063	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_13	106.21666700	36.04611100	1780	Farmland	2018	2.60	4.370	74.960	20.670	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.243245406	Oven-drying method	0.097336742	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_14	106.21666700	36.04611100	1780	Farmland	2018	2.80	4.830	76.150	19.030	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.255801092	Oven-drying method	0.135554071	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_15	106.21666700	36.04611100	1780	Farmland	2018	3.00	5.500	75.790	18.700	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.314161780	Oven-drying method	0.513057629	Constant head method	Centrifuge method	0.585932004	0.571654341	0.155267614	1.024664880	1.787397495	0.440527357	0.305353673	0.163048277	0.999998747	2.436743929	Q1-Q3
Yellow_River_Basin_15	15	15_16	106.21666700	36.04611100	1780	Farmland	2018	3.20	4.090	73.820	22.080	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.235107462	Oven-drying method	0.101003990	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_17	106.21666700	36.04611100	1780	Farmland	2018	3.40	5.490	79.370	15.140	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.248128173	Oven-drying method	0.107968042	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_18	106.21666700	36.04611100	1780	Farmland	2018	3.60	4.240	75.210	20.540	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.272309494	Oven-drying method	0.062974357	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_19	106.21666700	36.04611100	1780	Farmland	2018	3.80	4.590	76.610	18.790	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.291840561	Oven-drying method	0.049382656	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_20	106.21666700	36.04611100	1780	Farmland	2018	4.00	4.220	76.110	19.670	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.294165688	Oven-drying method	0.062806019	Constant head method	Centrifuge method	0.591047283	0.590535396	0.164440593	0.990237522	1.861134727	0.462693385	0.308663202	0.170089288	0.999999207	0.086606814	Min-Q1
Yellow_River_Basin_15	15	15_21	106.21666700	36.04611100	1780	Farmland	2018	4.20	5.380	77.190	17.440	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.281377489	Oven-drying method	0.053142547	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_22	106.21666700	36.04611100	1780	Farmland	2018	4.40	5.260	76.730	18.000	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.302768658	Oven-drying method	0.072379811	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_23	106.21666700	36.04611100	1780	Farmland	2018	4.60	4.510	76.860	18.640	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.302768658	Oven-drying method	0.075541786	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_24	106.21666700	36.04611100	1780	Farmland	2018	4.80	5.400	77.810	16.790	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.286260256	Oven-drying method	0.083121706	Constant head method	Centrifuge method											
Yellow_River_Basin_15	15	15_25	106.21666700	36.04611100	1780	Farmland	2018	5.00	5.260	75.830	18.920	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.278122311	Oven-drying method	0.072780337	Constant head method	Centrifuge method	0.570818678	0.564875484	0.149997988	0.858667274	1.908368923	0.475992305	0.299171554	0.154936733	0.999998906	1.041170256	Min-Q1
Yellow_River_Basin_16	16	16_0	105.88722200	34.58722200	1300	Forestland	2018	0.05	8.320	59.370	32.320	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.330205156	Oven-drying method	0.045601424	Constant head method	Centrifuge method	0.511062914	0.526426570	0.155657687	0.590015923	1.789734948	0.441258047	0.348243302	0.166244565	0.999978563	3.006216155	Q1-Q3
Yellow_River_Basin_16	16	16_1	105.88722200	34.58722200	1300	Forestland	2018	0.20	6.150	63.590	30.270	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.391355996	Oven-drying method	0.163766628	Constant head method	Centrifuge method	0.520595935	0.542185984	0.093744821	3.437104504	1.282481403	0.220261598	0.316239238	0.170147653	0.999996212	4.147179661	Q1-Q3
Yellow_River_Basin_16	16	16_2	105.88722200	34.58722200	1300	Forestland	2018	0.40	4.530	55.340	40.130	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.085601796	Oven-drying method	0.221410017	Constant head method	Centrifuge method	0.568028526	0.597666268	0.099419875	3.602616376	1.398068263	0.284727344	0.282385600	0.139807268	0.999999287	5.217650351	Q1-Q3
Yellow_River_Basin_16	16	16_3	105.88722200	34.58722200	1300	Forestland	2018	0.60	5.790	65.880	28.330	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.198370455	Oven-drying method	0.162251286	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_4	105.88722200	34.58722200	1300	Forestland	2018	0.80	5.300	72.060	22.640	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.291608048	Oven-drying method	0.091992537	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_5	105.88722200	34.58722200	1300	Forestland	2018	1.00	5.380	72.180	22.440	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.086764359	Oven-drying method	0.101329804	Constant head method	Centrifuge method	0.537569362	0.533363928	0.073445292	1.618692167	1.553438646	0.356266820	0.249045432	0.095215677	0.999999483	0.782305326	Min-Q1
Yellow_River_Basin_16	16	16_6	105.88722200	34.58722200	1300	Forestland	2018	1.20	5.030	77.550	17.420	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.035146540	Oven-drying method	0.327645347	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_7	105.88722200	34.58722200	1300	Forestland	2018	1.40	4.870	73.700	21.430	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.062350526	Oven-drying method	0.104900916	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_8	105.88722200	34.58722200	1300	Forestland	2018	1.60	5.910	74.090	19.980	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.219761624	Oven-drying method	0.096017674	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_9	105.88722200	34.58722200	1300	Forestland	2018	1.80	5.710	77.480	16.790	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.196045328	Oven-drying method	0.055043514	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_10	105.88722200	34.58722200	1300	Forestland	2018	2.00	7.750	74.250	18.010	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.120943726	Oven-drying method	0.075057886	Constant head method	Centrifuge method	0.563378272	0.564540192	0.113976825	1.783239620	1.540636040	0.350917430	0.281348453	0.135696753	0.999999417	0.206241601	Min-Q1
Yellow_River_Basin_16	16	16_11	105.88722200	34.58722200	1300	Forestland	2018	2.20	7.230	73.240	19.530	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.414142241	Oven-drying method	0.032614867	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_12	105.88722200	34.58722200	1300	Forestland	2018	2.40	6.880	64.080	29.030	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.226039467	Oven-drying method	0.032154562	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_13	105.88722200	34.58722200	1300	Forestland	2018	2.60	6.380	63.670	29.940	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.189302460	Oven-drying method	0.065949747	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_14	105.88722200	34.58722200	1300	Forestland	2018	2.80	5.500	61.060	33.440	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.109550604	Oven-drying method	0.086031799	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_15	105.88722200	34.58722200	1300	Forestland	2018	3.00	7.530	66.980	25.480	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.156983195	Oven-drying method	0.096123869	Constant head method	Centrifuge method	0.577794059	0.602245077	0.042776630	4.089804417	1.275858327	0.216213917	0.312179637	0.137482084	0.999998411	4.231787589	Q1-Q3
Yellow_River_Basin_16	16	16_16	105.88722200	34.58722200	1300	Forestland	2018	3.20	5.520	61.500	32.970	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.095832355	Oven-drying method	0.314764940	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_17	105.88722200	34.58722200	1300	Forestland	2018	3.40	6.170	71.810	22.030	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.101877685	Oven-drying method	0.155221537	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_18	105.88722200	34.58722200	1300	Forestland	2018	3.60	6.250	68.670	25.090	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.146520123	Oven-drying method	0.122176008	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_19	105.88722200	34.58722200	1300	Forestland	2018	3.80	4.780	62.800	32.410	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.026078545	Oven-drying method	0.074800921	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_20	105.88722200	34.58722200	1300	Forestland	2018	4.00	6.470	68.120	25.400	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.139312230	Oven-drying method	0.064175134	Constant head method	Centrifuge method	0.596860101	0.582122047	0.108838136	1.980147354	1.414011004	0.292791925	0.320520852	0.153281822	0.999998204	2.469264326	Q1-Q3
Yellow_River_Basin_16	16	16_21	105.88722200	34.58722200	1300	Forestland	2018	4.20	4.480	67.100	28.420	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.139544742	Oven-drying method	0.037987408	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_22	105.88722200	34.58722200	1300	Forestland	2018	4.40	5.050	67.930	27.020	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.148845250	Oven-drying method	0.036353176	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_23	105.88722200	34.58722200	1300	Forestland	2018	4.60	5.860	74.560	19.590	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.125826493	Oven-drying method	0.037094733	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_24	105.88722200	34.58722200	1300	Forestland	2018	4.80	4.620	63.530	31.850	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.180001952	Oven-drying method	0.086798031	Constant head method	Centrifuge method											
Yellow_River_Basin_16	16	16_25	105.88722200	34.58722200	1300	Forestland	2018	5.00	6.210	61.220	32.550	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.226271979	Oven-drying method	0.020752918	Constant head method	Centrifuge method	0.523851113	0.509191352	0.099468582	1.359121351	1.438198316	0.304685599	0.303211501	0.138983408	0.999999068	2.798459472	Q1-Q3
Yellow_River_Basin_17	17	17_0	107.29709500	40.71668300	1042	Farmland	2018	0.05	6.270	51.830	41.890	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.552487297	Oven-drying method	0.373241899	Constant head method	Centrifuge method	0.437821414	0.439541975	0.055425404	4.016626602	1.202461177	0.168372319	0.280528965	0.160109665	0.999993987	0.392982307	Min-Q1
Yellow_River_Basin_17	17	17_1	107.29709500	40.71668300	1042	Farmland	2018	0.20	8.550	55.810	35.640	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.449716684	Oven-drying method	0.084284653	Constant head method	Centrifuge method	0.527106291	0.522601444	0.000000000	0.911027256	1.101064907	0.091788328	0.455836830	0.317178570	0.999987104	0.854637292	Min-Q1
Yellow_River_Basin_17	17	17_2	107.29709500	40.71668300	1042	Farmland	2018	0.40	11.540	63.810	24.650	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.497614300	Oven-drying method	0.122907422	Constant head method	Centrifuge method	0.502459945	0.496833432	0.000000000	0.625668657	1.152266765	0.132145411	0.423339325	0.247904642	0.999993523	1.119793155	Min-Q1
Yellow_River_Basin_17	17	17_3	107.29709500	40.71668300	1042	Farmland	2018	0.60	8.470	81.280	10.260	Laser particle analyzer method	Level A	Loamy soils	Silt	1.449484171	Oven-drying method	0.051913597	Constant head method	Centrifuge method											
Yellow_River_Basin_17	17	17_4	107.29709500	40.71668300	1042	Farmland	2018	0.80	12.270	65.320	22.400	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.559230166	Oven-drying method	0.007156610	Constant head method	Centrifuge method											
Yellow_River_Basin_17	17	17_5	107.29709500	40.71668300	1042	Farmland	2018	1.00	13.520	69.510	16.970	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.554812424	Oven-drying method	0.045525645	Constant head method	Centrifuge method	0.494554513	0.487620374	0.000000000	0.443465673	1.136073958	0.119775616	0.435375044	0.274436330	0.999991096	1.402097933	Q1-Q3
Yellow_River_Basin_17	17	17_6	107.29709500	40.71668300	1042	Farmland	2018	1.20	9.240	75.280	15.480	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.494359122	Oven-drying method	0.025480439	Constant head method	Centrifuge method											
Yellow_River_Basin_17	17	17_7	107.29709500	40.71668300	1042	Farmland	2018	1.40	9.690	73.900	16.390	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.521098083	Oven-drying method	0.007951487	Constant head method	Centrifuge method											
Yellow_River_Basin_17	17	17_8	107.29709500	40.71668300	1042	Farmland	2018	1.60	6.400	73.630	19.960	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.502962092	Oven-drying method	0.015176067	Constant head method	Centrifuge method											
Yellow_River_Basin_17	17	17_9	107.29709500	40.71668300	1042	Farmland	2018	1.80	5.890	73.650	20.480	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.528305977	Oven-drying method	0.044941351	Constant head method	Centrifuge method											
Yellow_River_Basin_17	17	17_10	107.29709500	40.71668300	1042	Farmland	2018	2.00	6.145	73.640	20.220	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.463899959	Oven-drying method	0.070168964	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_0	106.27388900	38.35611100	1110	Farmland	2018	0.05	7.740	46.660	45.600	Laser particle analyzer method	Level A	Loamy soils	Loam	1.533188743	Oven-drying method	0.068201496	Constant head method	Centrifuge method	0.419917936	0.418452392	0.000000000	0.956967436	1.152804900	0.132550529	0.339426754	0.195239959	0.999995459	0.349007280	Min-Q1
Yellow_River_Basin_18	18	18_1	106.27388900	38.35611100	1110	Farmland	2018	0.20	10.860	60.390	28.750	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.671998825	Oven-drying method	0.089141841	Constant head method	Centrifuge method	0.365742477	0.359595805	0.000000000	0.170297625	1.150501602	0.130813901	0.340224559	0.219491515	0.999989325	1.680600988	Q1-Q3
